,Facility Name,City,State,HCAHPS Answer Description,County Name,HCAHPS Answer Percent,Number of Completed Surveys,StateDesc,CityName,PopulationCount,Data_Value,CityFIPS
2286,PARKWEST MEDICAL CENTER,knoxville,TN,"Patients who gave a rating of ""6"" or lower (low)",KNOX,7,927,TN,knoxville,178874.0,15.69852941176471,4740000.0
2287,PARKWEST MEDICAL CENTER,knoxville,TN,"Patients who gave a rating of ""7"" or ""8"" (medium)",KNOX,14,927,TN,knoxville,178874.0,15.69852941176471,4740000.0
2288,PARKWEST MEDICAL CENTER,knoxville,TN,"Patients who gave a rating of ""9"" or ""10"" (high)",KNOX,79,927,TN,knoxville,178874.0,15.69852941176471,4740000.0
2289,UNIVERSITY OF TN MEDICAL CENTER,knoxville,TN,"Patients who gave a rating of ""6"" or lower (low)",KNOX,7,2173,TN,knoxville,178874.0,15.69852941176471,4740000.0
2290,UNIVERSITY OF TN MEDICAL CENTER,knoxville,TN,"Patients who gave a rating of ""7"" or ""8"" (medium)",KNOX,18,2173,TN,knoxville,178874.0,15.69852941176471,4740000.0
2291,UNIVERSITY OF TN MEDICAL CENTER,knoxville,TN,"Patients who gave a rating of ""9"" or ""10"" (high)",KNOX,75,2173,TN,knoxville,178874.0,15.69852941176471,4740000.0
2292,EDWARD HOSPITAL,naperville,IL,"Patients who gave a rating of ""6"" or lower (low)",DU PAGE,6,2226,IL,naperville,141853.0,9.425000000000002,1751622.0
2293,EDWARD HOSPITAL,naperville,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",DU PAGE,18,2226,IL,naperville,141853.0,9.425000000000002,1751622.0
2294,EDWARD HOSPITAL,naperville,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",DU PAGE,76,2226,IL,naperville,141853.0,9.425000000000002,1751622.0
2295,EDWARD W SPARROW HOSPITAL,lansing,MI,"Patients who gave a rating of ""6"" or lower (low)",INGHAM,10,1688,MI,lansing,114297.0,16.322499999999998,2646000.0
2296,EDWARD W SPARROW HOSPITAL,lansing,MI,"Patients who gave a rating of ""7"" or ""8"" (medium)",INGHAM,25,1688,MI,lansing,114297.0,16.322499999999998,2646000.0
2297,EDWARD W SPARROW HOSPITAL,lansing,MI,"Patients who gave a rating of ""9"" or ""10"" (high)",INGHAM,65,1688,MI,lansing,114297.0,16.322499999999998,2646000.0
2298,MCLAREN GREATER LANSING,lansing,MI,"Patients who gave a rating of ""6"" or lower (low)",INGHAM,7,622,MI,lansing,114297.0,16.322499999999998,2646000.0
2299,MCLAREN GREATER LANSING,lansing,MI,"Patients who gave a rating of ""7"" or ""8"" (medium)",INGHAM,22,622,MI,lansing,114297.0,16.322499999999998,2646000.0
2300,MCLAREN GREATER LANSING,lansing,MI,"Patients who gave a rating of ""9"" or ""10"" (high)",INGHAM,71,622,MI,lansing,114297.0,16.322499999999998,2646000.0
2301,EL CAMINO HOSPITAL,mountain view,CA,"Patients who gave a rating of ""6"" or lower (low)",SANTA CLARA,4,2129,CA,mountain view,74066.0,8.809999999999999,649670.0
2302,EL CAMINO HOSPITAL,mountain view,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",SANTA CLARA,17,2129,CA,mountain view,74066.0,8.809999999999999,649670.0
2303,EL CAMINO HOSPITAL,mountain view,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",SANTA CLARA,79,2129,CA,mountain view,74066.0,8.809999999999999,649670.0
2304,EL PASO CHILDREN'S HOSPITAL,el paso,TX,"Patients who gave a rating of ""6"" or lower (low)",EL PASO,0,0,TX,el paso,649121.0,13.696183206106875,4824000.0
2305,EL PASO CHILDREN'S HOSPITAL,el paso,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",EL PASO,0,0,TX,el paso,649121.0,13.696183206106875,4824000.0
2306,EL PASO CHILDREN'S HOSPITAL,el paso,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",EL PASO,0,0,TX,el paso,649121.0,13.696183206106875,4824000.0
2307,FOUNDATION SURGICAL HOSPITAL OF EL PASO,el paso,TX,"Patients who gave a rating of ""6"" or lower (low)",EL PASO,8,171,TX,el paso,649121.0,13.696183206106875,4824000.0
2308,FOUNDATION SURGICAL HOSPITAL OF EL PASO,el paso,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",EL PASO,19,171,TX,el paso,649121.0,13.696183206106875,4824000.0
2309,FOUNDATION SURGICAL HOSPITAL OF EL PASO,el paso,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",EL PASO,73,171,TX,el paso,649121.0,13.696183206106875,4824000.0
2310,LAS PALMAS MEDICAL CENTER,el paso,TX,"Patients who gave a rating of ""6"" or lower (low)",EL PASO,10,1993,TX,el paso,649121.0,13.696183206106875,4824000.0
2311,LAS PALMAS MEDICAL CENTER,el paso,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",EL PASO,21,1993,TX,el paso,649121.0,13.696183206106875,4824000.0
2312,LAS PALMAS MEDICAL CENTER,el paso,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",EL PASO,69,1993,TX,el paso,649121.0,13.696183206106875,4824000.0
2313,THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,el paso,TX,"Patients who gave a rating of ""6"" or lower (low)",EL PASO,10,1097,TX,el paso,649121.0,13.696183206106875,4824000.0
2314,THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,el paso,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",EL PASO,22,1097,TX,el paso,649121.0,13.696183206106875,4824000.0
2315,THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,el paso,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",EL PASO,68,1097,TX,el paso,649121.0,13.696183206106875,4824000.0
2316,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,el paso,TX,"Patients who gave a rating of ""6"" or lower (low)",EL PASO,12,892,TX,el paso,649121.0,13.696183206106875,4824000.0
2317,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,el paso,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",EL PASO,22,892,TX,el paso,649121.0,13.696183206106875,4824000.0
2318,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,el paso,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",EL PASO,66,892,TX,el paso,649121.0,13.696183206106875,4824000.0
2319,THE HOSPITALS OF PROVIDENCE - SIERRA CAMPUS,el paso,TX,"Patients who gave a rating of ""6"" or lower (low)",EL PASO,11,815,TX,el paso,649121.0,13.696183206106875,4824000.0
2320,THE HOSPITALS OF PROVIDENCE - SIERRA CAMPUS,el paso,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",EL PASO,21,815,TX,el paso,649121.0,13.696183206106875,4824000.0
2321,THE HOSPITALS OF PROVIDENCE - SIERRA CAMPUS,el paso,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",EL PASO,68,815,TX,el paso,649121.0,13.696183206106875,4824000.0
2322,THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,el paso,TX,"Patients who gave a rating of ""6"" or lower (low)",EL PASO,11,669,TX,el paso,649121.0,13.696183206106875,4824000.0
2323,THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,el paso,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",EL PASO,19,669,TX,el paso,649121.0,13.696183206106875,4824000.0
2324,THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,el paso,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",EL PASO,70,669,TX,el paso,649121.0,13.696183206106875,4824000.0
2325,UNIVERSITY MEDICAL CENTER OF EL PASO,el paso,TX,"Patients who gave a rating of ""6"" or lower (low)",EL PASO,9,2107,TX,el paso,649121.0,13.696183206106875,4824000.0
2326,UNIVERSITY MEDICAL CENTER OF EL PASO,el paso,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",EL PASO,18,2107,TX,el paso,649121.0,13.696183206106875,4824000.0
2327,UNIVERSITY MEDICAL CENTER OF EL PASO,el paso,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",EL PASO,73,2107,TX,el paso,649121.0,13.696183206106875,4824000.0
2328,William Beaumont AMG (FT Bliss),el paso,TX,"Patients who gave a rating of ""6"" or lower (low)",EL PASO,9,1318,TX,el paso,649121.0,13.696183206106875,4824000.0
2329,William Beaumont AMG (FT Bliss),el paso,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",EL PASO,18,1318,TX,el paso,649121.0,13.696183206106875,4824000.0
2330,William Beaumont AMG (FT Bliss),el paso,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",EL PASO,73,1318,TX,el paso,649121.0,13.696183206106875,4824000.0
2331,ELLIS HOSPITAL,schenectady,NY,"Patients who gave a rating of ""6"" or lower (low)",SCHENECTADY,15,659,NY,schenectady,66135.0,16.43,3665508.0
2332,ELLIS HOSPITAL,schenectady,NY,"Patients who gave a rating of ""7"" or ""8"" (medium)",SCHENECTADY,28,659,NY,schenectady,66135.0,16.43,3665508.0
2333,ELLIS HOSPITAL,schenectady,NY,"Patients who gave a rating of ""9"" or ""10"" (high)",SCHENECTADY,57,659,NY,schenectady,66135.0,16.43,3665508.0
2334,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,schenectady,NY,"Patients who gave a rating of ""6"" or lower (low)",SCHENECTADY,0,0,NY,schenectady,66135.0,16.43,3665508.0
2335,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,schenectady,NY,"Patients who gave a rating of ""7"" or ""8"" (medium)",SCHENECTADY,0,0,NY,schenectady,66135.0,16.43,3665508.0
2336,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,schenectady,NY,"Patients who gave a rating of ""9"" or ""10"" (high)",SCHENECTADY,0,0,NY,schenectady,66135.0,16.43,3665508.0
2337,EMANUEL MEDICAL CENTER,turlock,CA,"Patients who gave a rating of ""6"" or lower (low)",STANISLAUS,8,773,CA,turlock,68549.0,15.126666666666667,680812.0
2338,EMANUEL MEDICAL CENTER,turlock,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",STANISLAUS,24,773,CA,turlock,68549.0,15.126666666666667,680812.0
2339,EMANUEL MEDICAL CENTER,turlock,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",STANISLAUS,68,773,CA,turlock,68549.0,15.126666666666667,680812.0
2340,EMORY JOHNS CREEK HOSPITAL,johns creek,GA,"Patients who gave a rating of ""6"" or lower (low)",GWINNETT,7,693,GA,johns creek,76728.0,8.814285714285715,1342425.0
2341,EMORY JOHNS CREEK HOSPITAL,johns creek,GA,"Patients who gave a rating of ""7"" or ""8"" (medium)",GWINNETT,17,693,GA,johns creek,76728.0,8.814285714285715,1342425.0
2342,EMORY JOHNS CREEK HOSPITAL,johns creek,GA,"Patients who gave a rating of ""9"" or ""10"" (high)",GWINNETT,76,693,GA,johns creek,76728.0,8.814285714285715,1342425.0
2343,ENLOE MEDICAL CENTER,chico,CA,"Patients who gave a rating of ""6"" or lower (low)",BUTTE,8,1004,CA,chico,86187.0,15.07391304347826,613014.0
2344,ENLOE MEDICAL CENTER,chico,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",BUTTE,17,1004,CA,chico,86187.0,15.07391304347826,613014.0
2345,ENLOE MEDICAL CENTER,chico,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",BUTTE,75,1004,CA,chico,86187.0,15.07391304347826,613014.0
2346,ERIE COUNTY MEDICAL CENTER,buffalo,NY,"Patients who gave a rating of ""6"" or lower (low)",ERIE,8,1689,NY,buffalo,261310.0,16.8253164556962,3611000.0
2347,ERIE COUNTY MEDICAL CENTER,buffalo,NY,"Patients who gave a rating of ""7"" or ""8"" (medium)",ERIE,23,1689,NY,buffalo,261310.0,16.8253164556962,3611000.0
2348,ERIE COUNTY MEDICAL CENTER,buffalo,NY,"Patients who gave a rating of ""9"" or ""10"" (high)",ERIE,69,1689,NY,buffalo,261310.0,16.8253164556962,3611000.0
2349,KALEIDA HEALTH,buffalo,NY,"Patients who gave a rating of ""6"" or lower (low)",ERIE,11,3866,NY,buffalo,261310.0,16.8253164556962,3611000.0
2350,KALEIDA HEALTH,buffalo,NY,"Patients who gave a rating of ""7"" or ""8"" (medium)",ERIE,23,3866,NY,buffalo,261310.0,16.8253164556962,3611000.0
2351,KALEIDA HEALTH,buffalo,NY,"Patients who gave a rating of ""9"" or ""10"" (high)",ERIE,66,3866,NY,buffalo,261310.0,16.8253164556962,3611000.0
2352,MERCY HOSPITAL OF BUFFALO,buffalo,NY,"Patients who gave a rating of ""6"" or lower (low)",ERIE,9,789,NY,buffalo,261310.0,16.8253164556962,3611000.0
2353,MERCY HOSPITAL OF BUFFALO,buffalo,NY,"Patients who gave a rating of ""7"" or ""8"" (medium)",ERIE,24,789,NY,buffalo,261310.0,16.8253164556962,3611000.0
2354,MERCY HOSPITAL OF BUFFALO,buffalo,NY,"Patients who gave a rating of ""9"" or ""10"" (high)",ERIE,67,789,NY,buffalo,261310.0,16.8253164556962,3611000.0
2355,SISTERS OF CHARITY HOSPITAL,buffalo,NY,"Patients who gave a rating of ""6"" or lower (low)",ERIE,10,794,NY,buffalo,261310.0,16.8253164556962,3611000.0
2356,SISTERS OF CHARITY HOSPITAL,buffalo,NY,"Patients who gave a rating of ""7"" or ""8"" (medium)",ERIE,24,794,NY,buffalo,261310.0,16.8253164556962,3611000.0
2357,SISTERS OF CHARITY HOSPITAL,buffalo,NY,"Patients who gave a rating of ""9"" or ""10"" (high)",ERIE,66,794,NY,buffalo,261310.0,16.8253164556962,3611000.0
2358,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),buffalo,NY,"Patients who gave a rating of ""6"" or lower (low)",ERIE,8,344,NY,buffalo,261310.0,16.8253164556962,3611000.0
2359,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),buffalo,NY,"Patients who gave a rating of ""7"" or ""8"" (medium)",ERIE,20,344,NY,buffalo,261310.0,16.8253164556962,3611000.0
2360,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),buffalo,NY,"Patients who gave a rating of ""9"" or ""10"" (high)",ERIE,72,344,NY,buffalo,261310.0,16.8253164556962,3611000.0
2361,ERIE VA MEDICAL CENTER,erie,PA,"Patients who gave a rating of ""6"" or lower (low)",ERIE,2,93,PA,erie,101786.0,18.63,4224000.0
2362,ERIE VA MEDICAL CENTER,erie,PA,"Patients who gave a rating of ""7"" or ""8"" (medium)",ERIE,11,93,PA,erie,101786.0,18.63,4224000.0
2363,ERIE VA MEDICAL CENTER,erie,PA,"Patients who gave a rating of ""9"" or ""10"" (high)",ERIE,87,93,PA,erie,101786.0,18.63,4224000.0
2364,MILLCREEK COMMUNITY HOSPITAL,erie,PA,"Patients who gave a rating of ""6"" or lower (low)",ERIE,11,156,PA,erie,101786.0,18.63,4224000.0
2365,MILLCREEK COMMUNITY HOSPITAL,erie,PA,"Patients who gave a rating of ""7"" or ""8"" (medium)",ERIE,21,156,PA,erie,101786.0,18.63,4224000.0
2366,MILLCREEK COMMUNITY HOSPITAL,erie,PA,"Patients who gave a rating of ""9"" or ""10"" (high)",ERIE,68,156,PA,erie,101786.0,18.63,4224000.0
2367,SAINT VINCENT HOSPITAL,erie,PA,"Patients who gave a rating of ""6"" or lower (low)",ERIE,7,438,PA,erie,101786.0,18.63,4224000.0
2368,SAINT VINCENT HOSPITAL,erie,PA,"Patients who gave a rating of ""7"" or ""8"" (medium)",ERIE,21,438,PA,erie,101786.0,18.63,4224000.0
2369,SAINT VINCENT HOSPITAL,erie,PA,"Patients who gave a rating of ""9"" or ""10"" (high)",ERIE,72,438,PA,erie,101786.0,18.63,4224000.0
2370,UPMC HAMOT HOSPITAL,erie,PA,"Patients who gave a rating of ""6"" or lower (low)",ERIE,7,2232,PA,erie,101786.0,18.63,4224000.0
2371,UPMC HAMOT HOSPITAL,erie,PA,"Patients who gave a rating of ""7"" or ""8"" (medium)",ERIE,20,2232,PA,erie,101786.0,18.63,4224000.0
2372,UPMC HAMOT HOSPITAL,erie,PA,"Patients who gave a rating of ""9"" or ""10"" (high)",ERIE,73,2232,PA,erie,101786.0,18.63,4224000.0
2373,ERLANGER MEDICAL CENTER,chattanooga,TN,"Patients who gave a rating of ""6"" or lower (low)",HAMILTON,12,656,TN,chattanooga,167674.0,15.771999999999997,4714000.0
2374,ERLANGER MEDICAL CENTER,chattanooga,TN,"Patients who gave a rating of ""7"" or ""8"" (medium)",HAMILTON,25,656,TN,chattanooga,167674.0,15.771999999999997,4714000.0
2375,ERLANGER MEDICAL CENTER,chattanooga,TN,"Patients who gave a rating of ""9"" or ""10"" (high)",HAMILTON,63,656,TN,chattanooga,167674.0,15.771999999999997,4714000.0
2376,"MEMORIAL HEALTHCARE SYSTEM, INC",chattanooga,TN,"Patients who gave a rating of ""6"" or lower (low)",HAMILTON,5,2341,TN,chattanooga,167674.0,15.771999999999997,4714000.0
2377,"MEMORIAL HEALTHCARE SYSTEM, INC",chattanooga,TN,"Patients who gave a rating of ""7"" or ""8"" (medium)",HAMILTON,17,2341,TN,chattanooga,167674.0,15.771999999999997,4714000.0
2378,"MEMORIAL HEALTHCARE SYSTEM, INC",chattanooga,TN,"Patients who gave a rating of ""9"" or ""10"" (high)",HAMILTON,78,2341,TN,chattanooga,167674.0,15.771999999999997,4714000.0
2379,PARKRIDGE MEDICAL CENTER,chattanooga,TN,"Patients who gave a rating of ""6"" or lower (low)",HAMILTON,6,1534,TN,chattanooga,167674.0,15.771999999999997,4714000.0
2380,PARKRIDGE MEDICAL CENTER,chattanooga,TN,"Patients who gave a rating of ""7"" or ""8"" (medium)",HAMILTON,18,1534,TN,chattanooga,167674.0,15.771999999999997,4714000.0
2381,PARKRIDGE MEDICAL CENTER,chattanooga,TN,"Patients who gave a rating of ""9"" or ""10"" (high)",HAMILTON,76,1534,TN,chattanooga,167674.0,15.771999999999997,4714000.0
2382,ESSENTIA HEALTH,fargo,ND,"Patients who gave a rating of ""6"" or lower (low)",CASS,6,1247,ND,fargo,105549.0,11.516000000000004,3825700.0
2383,ESSENTIA HEALTH,fargo,ND,"Patients who gave a rating of ""7"" or ""8"" (medium)",CASS,18,1247,ND,fargo,105549.0,11.516000000000004,3825700.0
2384,ESSENTIA HEALTH,fargo,ND,"Patients who gave a rating of ""9"" or ""10"" (high)",CASS,76,1247,ND,fargo,105549.0,11.516000000000004,3825700.0
2385,FARGO VA MEDICAL CENTER,fargo,ND,"Patients who gave a rating of ""6"" or lower (low)",CASS,4,366,ND,fargo,105549.0,11.516000000000004,3825700.0
2386,FARGO VA MEDICAL CENTER,fargo,ND,"Patients who gave a rating of ""7"" or ""8"" (medium)",CASS,14,366,ND,fargo,105549.0,11.516000000000004,3825700.0
2387,FARGO VA MEDICAL CENTER,fargo,ND,"Patients who gave a rating of ""9"" or ""10"" (high)",CASS,82,366,ND,fargo,105549.0,11.516000000000004,3825700.0
2388,SANFORD MEDICAL CENTER FARGO,fargo,ND,"Patients who gave a rating of ""6"" or lower (low)",CASS,9,576,ND,fargo,105549.0,11.516000000000004,3825700.0
2389,SANFORD MEDICAL CENTER FARGO,fargo,ND,"Patients who gave a rating of ""7"" or ""8"" (medium)",CASS,23,576,ND,fargo,105549.0,11.516000000000004,3825700.0
2390,SANFORD MEDICAL CENTER FARGO,fargo,ND,"Patients who gave a rating of ""9"" or ""10"" (high)",CASS,68,576,ND,fargo,105549.0,11.516000000000004,3825700.0
2391,ESSENTIA HEALTH DULUTH,duluth,MN,"Patients who gave a rating of ""6"" or lower (low)",ST. LOUIS,6,249,MN,duluth,86265.0,12.394285714285711,2717000.0
2392,ESSENTIA HEALTH DULUTH,duluth,MN,"Patients who gave a rating of ""7"" or ""8"" (medium)",ST. LOUIS,24,249,MN,duluth,86265.0,12.394285714285711,2717000.0
2393,ESSENTIA HEALTH DULUTH,duluth,MN,"Patients who gave a rating of ""9"" or ""10"" (high)",ST. LOUIS,70,249,MN,duluth,86265.0,12.394285714285711,2717000.0
2394,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,duluth,MN,"Patients who gave a rating of ""6"" or lower (low)",ST. LOUIS,8,1718,MN,duluth,86265.0,12.394285714285711,2717000.0
2395,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,duluth,MN,"Patients who gave a rating of ""7"" or ""8"" (medium)",ST. LOUIS,22,1718,MN,duluth,86265.0,12.394285714285711,2717000.0
2396,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,duluth,MN,"Patients who gave a rating of ""9"" or ""10"" (high)",ST. LOUIS,70,1718,MN,duluth,86265.0,12.394285714285711,2717000.0
2397,ST LUKES HOSPITAL,duluth,MN,"Patients who gave a rating of ""6"" or lower (low)",ST. LOUIS,8,563,MN,duluth,86265.0,12.394285714285711,2717000.0
2398,ST LUKES HOSPITAL,duluth,MN,"Patients who gave a rating of ""7"" or ""8"" (medium)",ST. LOUIS,20,563,MN,duluth,86265.0,12.394285714285711,2717000.0
2399,ST LUKES HOSPITAL,duluth,MN,"Patients who gave a rating of ""9"" or ""10"" (high)",ST. LOUIS,72,563,MN,duluth,86265.0,12.394285714285711,2717000.0
2400,FAYETTEVILLE AR VA MEDICAL CENTER,fayetteville,AR,"Patients who gave a rating of ""6"" or lower (low)",WASHINGTON,5,462,AR,fayetteville,73580.0,14.843750000000004,523290.0
2401,FAYETTEVILLE AR VA MEDICAL CENTER,fayetteville,AR,"Patients who gave a rating of ""7"" or ""8"" (medium)",WASHINGTON,16,462,AR,fayetteville,73580.0,14.843750000000004,523290.0
2402,FAYETTEVILLE AR VA MEDICAL CENTER,fayetteville,AR,"Patients who gave a rating of ""9"" or ""10"" (high)",WASHINGTON,79,462,AR,fayetteville,73580.0,14.843750000000004,523290.0
2403,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,fayetteville,AR,"Patients who gave a rating of ""6"" or lower (low)",WASHINGTON,6,368,AR,fayetteville,73580.0,14.843750000000004,523290.0
2404,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,fayetteville,AR,"Patients who gave a rating of ""7"" or ""8"" (medium)",WASHINGTON,18,368,AR,fayetteville,73580.0,14.843750000000004,523290.0
2405,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,fayetteville,AR,"Patients who gave a rating of ""9"" or ""10"" (high)",WASHINGTON,76,368,AR,fayetteville,73580.0,14.843750000000004,523290.0
2406,WASHINGTON REGIONAL MEDICAL CENTER,fayetteville,AR,"Patients who gave a rating of ""6"" or lower (low)",WASHINGTON,6,928,AR,fayetteville,73580.0,14.843750000000004,523290.0
2407,WASHINGTON REGIONAL MEDICAL CENTER,fayetteville,AR,"Patients who gave a rating of ""7"" or ""8"" (medium)",WASHINGTON,23,928,AR,fayetteville,73580.0,14.843750000000004,523290.0
2408,WASHINGTON REGIONAL MEDICAL CENTER,fayetteville,AR,"Patients who gave a rating of ""9"" or ""10"" (high)",WASHINGTON,71,928,AR,fayetteville,73580.0,14.843750000000004,523290.0
2409,FLORIDA HOSPITAL FLAGLER,palm coast,FL,"Patients who gave a rating of ""6"" or lower (low)",FLAGLER,9,1784,FL,palm coast,75180.0,13.753333333333336,1254200.0
2410,FLORIDA HOSPITAL FLAGLER,palm coast,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",FLAGLER,23,1784,FL,palm coast,75180.0,13.753333333333336,1254200.0
2411,FLORIDA HOSPITAL FLAGLER,palm coast,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",FLAGLER,68,1784,FL,palm coast,75180.0,13.753333333333336,1254200.0
2412,FOOTHILL REGIONAL MEDICAL CENTER,tustin,CA,"Patients who gave a rating of ""6"" or lower (low)",ORANGE,14,264,CA,tustin,75540.0,11.633333333333336,680854.0
2413,FOOTHILL REGIONAL MEDICAL CENTER,tustin,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",ORANGE,25,264,CA,tustin,75540.0,11.633333333333336,680854.0
